gene,gene_gencodeV33,gene_id,chromosome,ASD72,ASD185,DD309,DD477,NDD373,NDD664,Satterstrom102,SCZ10,SCZ244,FDR_TADA_ASD,FDR_TADA_DD,FDR_TADA_NDD,p_TADA_ASD,p_TADA_DD,p_TADA_NDD,l10BF_ASD_PTV,l10BF_ASD_misB,l10BF_ASD_misA,l10BF_ASD_DEL,l10BF_ASD_DUP,l10BF_DD_PTV,l10BF_DD_misB,l10BF_DD_misA
ABCD2,ABCD2,ENSG00000173208,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.819088161,0.690034056,0.730615075,0.258590324,0.104575363,0.261505317,0.007856317,0,0.100433709,0,0,0.024312559,0,0
CHRM2,CHRM2,ENSG00000181072,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.776052431,0.860973273,0.694335394,0.177103766,0.381103308,0.21014872,0.033658401,0.09880104,0.056515254,0,0,0,0,0
NDUFAF4,NDUFAF4,ENSG00000123545,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.856537624,0.86098541,0.794362928,0.389231282,0.381160645,0.408295933,0.039034065,0,0,0,0,0,0,0
SLC25A36,SLC25A36,ENSG00000114120,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.858547321,0.860997544,0.797315283,0.399137875,0.381217982,0.417965675,0,0,0.035952314,0,0,0,0,0
MTX1,MTX1,ENSG00000173171,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896014197,0.861009675,0.852942161,0.709686317,0.381275319,0.705439613,0,0,0,0,0,0,0,0
SYBU,SYBU,ENSG00000147642,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.862846506,0.861021802,0.803636219,0.421773309,0.381332656,0.439931039,0,0,0.027773407,0,0,0,0,0
WDR66,WDR66,ENSG00000158023,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896018323,0.861033926,0.852949522,0.709743839,0.381389993,0.705499204,0,0,0,0,0,0,0,0
IER5L,IER5L,ENSG00000188483,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.853695077,0.861046047,0.790258304,0.3758956,0.38144733,0.395429246,0,0.044102641,0,0,0,0,0,0
GGA3,GGA3,ENSG00000125447,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.671062736,0.692068623,0.566711963,0.085775242,0.105719098,0.107321225,0.390698995,0,0,0,0,0.020908442,0,0
RAB7L1,RAB29,ENSG00000117280,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.792620331,0.861058164,0.713831707,0.203153389,0.381504667,0.235796208,0.159471779,0,0,0,0,0,0,0
TOLLIP,TOLLIP,ENSG00000078902,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896022449,0.861070278,0.852956881,0.709801361,0.381562004,0.705558795,0,0,0,0,0,0,0,0
SLC16A14,SLC16A14,ENSG00000163053,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.758968685,0.861082389,0.674389931,0.155098726,0.381619342,0.187698427,0.017842903,0,0.203126876,0,0,0,0,0
GADD45G,GADD45G,ENSG00000130222,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665153304,0.587875017,0.450718892,0.08272424,0.06287252,0.060757837,0.274216331,0,0.129525208,0,0,0.22356189,0,0
CLNS1A,CLNS1A,ENSG00000074201,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.853076512,0.861094496,0.789381136,0.373092222,0.381676679,0.392762102,0.045305761,0,0,0,0,0,0,0
FAM216A,FAM216A,ENSG00000204856,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.726333372,0.861106601,0.639409711,0.122701761,0.381734016,0.15534127,0.278590637,0,0,0,0,0,0,0
PIBF1,PIBF1,ENSG00000083535,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896026575,0.861118702,0.85296424,0.709858883,0.381791353,0.705618387,0,0,0,0,0,0,0,0
ADAMTS15,ADAMTS15,ENSG00000166106,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8960307,0.861130799,0.852971597,0.709916405,0.38184869,0.705677978,0,0,0,0,0,0,0,0
MIEN1,MIEN1,ENSG00000141741,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896034824,0.861142894,0.852978953,0.709973927,0.381906027,0.70573757,0,0,0,0,0,0,0,0
ENSA,ENSA,ENSG00000143420,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.873680136,0.861154985,0.819605361,0.48928042,0.381963364,0.50445503,0,0,0.008863391,0,0,0,0,0
IL17REL,IL17REL,ENSG00000188263,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.873475989,0.861167072,0.819327829,0.48784388,0.382020701,0.503204925,0,0,0.00920613,0,0,0,0,0
KIAA0586,KIAA0586,ENSG00000100578,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.848235598,0.861179157,0.782847769,0.352279923,0.382078038,0.373748249,0.053875417,0,0,0,0,0,0,0
PFDN2,PFDN2,ENSG00000143256,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.848568793,0.861191238,0.783290619,0.353651432,0.382135375,0.374991491,0,0,0.053431298,0,0,0,0,0
MYLK3,MYLK3,ENSG00000140795,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.717276195,0.861203316,0.628541539,0.115395419,0.382192713,0.146747422,0.297843248,0,0,0,0,0,0,0
SFTPB,SFTPB,ENSG00000168878,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82018509,0.861215391,0.746981488,0.261370059,0.38225005,0.290604094,0.105537106,0,0.00027662,0,0,0,0,0
PCDHGB1,PCDHGB1,ENSG00000254221,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.617707592,0.861227462,0.524549634,0.062461154,0.382307387,0.087228106,0.281539469,0,0.210828307,0,0,0,0,0
SPAG5,SPAG5,ENSG00000076382,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.804329661,0.86123953,0.727261453,0.22519695,0.382364724,0.256062357,0.137109176,0,0,0,0,0,0,0
ZNF572,ZNF572,ENSG00000180938,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896038947,0.635328828,0.727224848,0.710031449,0.079029402,0.256003851,0,0,0,0,0,0.137257118,0,0
NCEH1,NCEH1,ENSG00000144959,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.834715288,0.861251595,0.765364873,0.303097959,0.382422061,0.329298275,0.079101059,0,0,0,0,0,0,0
DNAJC21,DNAJC21,ENSG00000168724,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.89604307,0.861263656,0.852986308,0.710088971,0.382479398,0.705797161,0,0,0,0,0,0,0,0
IMPG2,IMPG2,ENSG00000081148,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.657653969,0.861275714,0.563780343,0.079043935,0.382536735,0.105775837,0.416709567,0,0,0,0,0,0,0
GRIK1,GRIK1,ENSG00000171189,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.740935751,0.861287769,0.654530739,0.135890914,0.382594072,0.168375905,0.239641067,0,0.013746688,0,0,0,0,0
SRSF12,SRSF12,ENSG00000154548,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.829268874,0.657988201,0.700354316,0.286307795,0.088519778,0.217637605,0.086075939,0,0.003509586,0,0,0.090343913,0,0
CRH,CRH,ENSG00000147571,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.476263586,0.861299821,0.385542546,0.028520312,0.382651409,0.043725105,0,0.740916161,0.010900637,0,0,0,0,0
ITGAX,ITGAX,ENSG00000140678,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65393005,0.861311869,0.55973738,0.077289715,0.382708747,0.103683079,0.370913892,0,0.054354255,0,0,0,0,0
KRR1,KRR1,ENSG00000111615,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.740821548,0.322711941,0.294052625,0.135780256,0.017919051,0.026358301,0.253640294,0,0,0,0,0.689701648,0,0
ZNF34,ZNF34,ENSG00000196378,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896047193,0.861323914,0.852993662,0.710146493,0.382766084,0.705856752,0,0,0,0,0,0,0,0
TMPRSS6,TMPRSS6,ENSG00000187045,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896051314,0.861335956,0.853001015,0.710204015,0.382823421,0.705916344,0,0,0,0,0,0,0,0
C10orf88,C10orf88,ENSG00000119965,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896055435,0.26748598,0.356731351,0.710261537,0.013221997,0.037548567,0,0,0,0,0,0.818429666,0,0
TNFRSF19,TNFRSF19,ENSG00000127863,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.855868955,0.861347995,0.793435115,0.386025366,0.382880758,0.405330523,0.040194015,0,0,0,0,0,0,0
CLCA1,CLCA1,ENSG00000016490,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.710506849,0.86136003,0.621250359,0.110305428,0.382938095,0.14130404,0.312510882,0,0,0,0,0,0,0
DNMBP,DNMBP,ENSG00000107554,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896059556,0.861372062,0.853008367,0.710319059,0.382995432,0.705975935,0,0,0,0,0,0,0,0
TMEM161B,TMEM161B,ENSG00000164180,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.799367375,0.861384091,0.72187019,0.21543418,0.383052769,0.247643628,0.146079515,0,0,0,0,0,0,0
TXNRD1,TXNRD1,ENSG00000198431,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.805513519,0.861396116,0.728499089,0.227625666,0.383110106,0.258051821,0.135414853,0,0,0,0,0,0,0
DSTN,DSTN,ENSG00000125868,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896063676,0.861408139,0.853015717,0.710376581,0.383167443,0.706035527,0,0,0,0,0,0,0,0
DPCR1,MUCL3,ENSG00000168631,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.710357023,0.861420158,0.621017531,0.110196144,0.38322478,0.141134218,0,0,0.312939457,0,0,0,0,0
PIP4K2C,PIP4K2C,ENSG00000166908,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.808246517,0.861432173,0.731851886,0.23338974,0.383282118,0.263554763,0.130267507,0,0,0,0,0,0,0
ARF6,ARF6,ENSG00000165527,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896067795,0.861444186,0.853023067,0.710434103,0.383339455,0.706095118,0,0,0,0,0,0,0,0
DNAH9,DNAH9,ENSG00000007174,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.579947642,0.861456195,0.484636712,0.050425919,0.383396792,0.071774871,0.563994202,0,0,0,0,0,0,0
VPS37A,VPS37A,ENSG00000155975,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.864843813,0.663077552,0.748442444,0.433013334,0.090845271,0.293425972,0.023765022,0,0,0,0,0.079986449,0,0
UGDH,UGDH,ENSG00000109814,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.721583418,0.861468201,0.633378797,0.118797239,0.383454129,0.150499001,0,0,0.289485791,0,0,0,0,0
UBA5,UBA5,ENSG00000081307,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.869628177,0.861480204,0.813573612,0.462052499,0.383511466,0.47838982,0,0,0.015083191,0,0,0,0,0
CCDC136,CCDC136,ENSG00000128596,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896071913,0.861492203,0.853030415,0.710491625,0.383568803,0.70615471,0,0,0,0,0,0,0,0
MORN4,MORN4,ENSG00000171160,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.733551466,0.861504199,0.64675576,0.128984581,0.38362614,0.161507468,0.267093804,0,0,0,0,0,0,0
OAZ1,OAZ1,ENSG00000104904,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896076031,0.861516192,0.853037763,0.710549147,0.383683477,0.706214301,0,0,0,0,0,0,0,0
FBXW4,FBXW4,ENSG00000107829,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896080149,0.861528182,0.853045109,0.710606669,0.383740814,0.706273892,0,0,0,0,0,0,0,0
NT5DC2,NT5DC2,ENSG00000168268,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.720418746,0.861540168,0.632000842,0.117863937,0.383798151,0.149418345,0,0,0.292475802,0,0,0,0,0
OVGP1,OVGP1,ENSG00000085465,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896084265,0.861552151,0.853052454,0.710664191,0.383855489,0.706333484,0,0,0,0,0,0,0,0
RPL35,RPL35,ENSG00000136942,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.820605715,0.60105976,0.624782315,0.262448158,0.066930823,0.143910184,0,0,0.105215347,0,0,0.200812289,0,0
WDR59,WDR59,ENSG00000103091,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896088381,0.861564131,0.853059798,0.710721713,0.383912826,0.706393075,0,0,0,0,0,0,0,0
FAM83G,FAM83G,ENSG00000188522,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.817072901,0.861576108,0.743335093,0.253600441,0.383970163,0.283730057,0.020013573,0,0.091907699,0,0,0,0,0
FXN,FXN,ENSG00000165060,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896092497,0.861588081,0.853067141,0.710779235,0.3840275,0.706452667,0,0,0,0,0,0,0,0
FBP1,FBP1,ENSG00000165140,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896096611,0.861600052,0.853074482,0.710836757,0.384084837,0.706512258,0,0,0,0,0,0,0,0
BCL7C,BCL7C,ENSG00000099385,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.663771546,0.643357408,0.503928694,0.082029909,0.082241383,0.078867807,0.117817142,0.244758476,0.043796876,0,0,0.124087719,0,0
CCDC13,CCDC13,ENSG00000244607,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896100725,0.861612019,0.853081823,0.71089428,0.384142174,0.706571849,0,0,0,0,0,0,0,0
PARD3B,PARD3B,ENSG00000116117,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896104839,0.861623982,0.853089162,0.710951802,0.384199511,0.706631441,0,0,0,0,0,0,0,0
DENND2C,DENND2C,ENSG00000175984,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.728987156,0.861635943,0.642102643,0.124959806,0.384256848,0.157566334,0.274399552,0,0,0,0,0,0,0
LGR5,LGR5,ENSG00000139292,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896108952,0.8616479,0.853096501,0.711009324,0.384314185,0.706691032,0,0,0,0,0,0,0,0
ACP5,ACP5,ENSG00000102575,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.808404152,0.861659854,0.732027529,0.233728949,0.384371523,0.263847608,0,0,0.129823494,0,0,0,0,0
RYBP,RYBP,ENSG00000163602,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.803548591,0.861671805,0.726343003,0.223615941,0.38442886,0.254599931,0.139230432,0,0,0,0,0,0,0
RHOBTB3,RHOBTB3,ENSG00000164292,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.721992152,0.633150551,0.557576403,0.119126828,0.078185238,0.102583279,0,0,0.288028291,0,0,0.004717017,0,0.1363982
VAV3,VAV3,ENSG00000134215,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.846220876,0.562633017,0.610943652,0.344167359,0.055860299,0.134016082,0.057665005,0,0,0,0,0.273935374,0,0
SCARB2,SCARB2,ENSG00000138760,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.71258599,0.68127568,0.599655326,0.111836321,0.099835204,0.12653708,0.281577239,0,0.026387675,0,0,0.043351587,0,0
NKX1-1,NKX1-1,ENSG00000235608,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896113064,0.861683752,0.853103838,0.711066846,0.384486197,0.706750624,0,0,0,0,0,0,0,0
RNF185,RNF185,ENSG00000138942,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.847237589,0.861695697,0.781505592,0.348223154,0.384543534,0.370019071,0.055821828,0,0,0,0,0,0,0
SLCO5A1,SLCO5A1,ENSG00000137571,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.609842151,0.861707638,0.516177561,0.05970876,0.384600871,0.083731287,0.489771046,0,0.017608856,0,0,0,0,0
NDUFA8,NDUFA8,ENSG00000119421,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896117176,0.861719576,0.853111174,0.711124368,0.384658208,0.706810215,0,0,0,0,0,0,0,0
WDR61,WDR61,ENSG00000140395,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.836575974,0.86173151,0.767762287,0.309193609,0.384715545,0.334904967,0.075258929,0,0,0,0,0,0,0
SLC26A5,SLC26A5,ENSG00000170615,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896121287,0.861743442,0.853118509,0.71118189,0.384772882,0.706869807,0,0,0,0,0,0,0,0
TMEM110-MUSTN1,STIMATE-MUSTN1,ENSG00000248592,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896125397,0.86175537,0.853125843,0.711239412,0.384830219,0.706929398,0,0,0,0,0,0,0,0
KIAA1324,KIAA1324,ENSG00000116299,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896129507,0.861767295,0.853133176,0.711296934,0.384887556,0.706988989,0,0,0,0,0,0,0,0
KLHL42,KLHL42,ENSG00000087448,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896133616,0.861779217,0.853140508,0.711354456,0.384944894,0.707048581,0,0,0,0,0,0,0,0
RRS1,RRS1,ENSG00000179041,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.826610524,0.861791135,0.755001431,0.278633126,0.385002231,0.306605963,0.094507282,0,0,0,0,0,0,0
USP35,USP35,ENSG00000118369,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.678368777,0.693775807,0.575458037,0.089748642,0.10669172,0.112081876,0.360298717,0,0.017211897,0,0,0.017136256,0,0
DNAI1,DNAI1,ENSG00000122735,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.770722955,0.86180305,0.68767268,0.169774158,0.385059568,0.202265648,0.198053011,0,0,0,0,0,0,0
FAM69B,DIPK1B,ENSG00000165716,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.663878328,0.861814962,0.570111845,0.082083303,0.385116905,0.10914522,0.40592035,0,0,0,0,0,0,0
POSTN,POSTN,ENSG00000133110,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896137724,0.861826871,0.853147839,0.711411978,0.385174242,0.707108172,0,0,0,0,0,0,0,0
TTC26,TTC26,ENSG00000105948,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.769880019,0.861838777,0.686663698,0.168656159,0.385231579,0.201107417,0.199788565,0,0,0,0,0,0,0
FAM172A,FAM172A,ENSG00000113391,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.807692112,0.700888562,0.730366094,0.232202637,0.110873597,0.2610955,0.131450467,0,0,0,0,0,0,0.001468794
TBC1D13,TBC1D13,ENSG00000107021,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.789388934,0.861850679,0.710091129,0.197641046,0.385288916,0.230551781,0.033555354,0,0.131459913,0,0,0,0,0
BCL7A,BCL7A,ENSG00000110987,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.786685476,0.861862579,0.707187731,0.193201135,0.385346253,0.226592605,0,0,0.169427629,0,0,0,0,0
FILIP1L,FILIP1L,ENSG00000168386,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.747513862,0.861874475,0.662234328,0.142483498,0.38540359,0.175550192,0.241075703,0,0,0,0,0,0,0
CALN1,CALN1,ENSG00000183166,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.781220778,0.861886367,0.70076399,0.184669082,0.385460927,0.218160529,0.163053692,0,0.016416573,0,0,0,0,0
XBP1,XBP1,ENSG00000100219,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.853795373,0.861898257,0.790393944,0.376353337,0.385518265,0.395844176,0.043886138,0,0,0,0,0,0,0
SAMD8,SAMD8,ENSG00000156671,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.416626834,0.861910143,0.328137639,0.020408278,0.385575602,0.032089451,0.026672201,0.82476224,0.021357244,0,0,0,0,0
MVP,MVP,ENSG00000013364,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.653357049,0.861922026,0.559414669,0.077024188,0.385632939,0.103518029,0.20874746,0,0.216825928,0,0,0,0,0
MTHFD1L,MTHFD1L,ENSG00000120254,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896141832,0.861933906,0.853155168,0.7114695,0.385690276,0.707167764,0,0,0,0,0,0,0,0
ANKS3,ANKS3,ENSG00000168096,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.873753384,0.861945783,0.819710797,0.489797588,0.385747613,0.504931273,0.008765372,0,0,0,0,0,0,0
AURKC,AURKC,ENSG00000105146,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.796528979,0.861957657,0.71833316,0.210135649,0.38580495,0.242329809,0.151978809,0,0,0,0,0,0,0
SCARF1,SCARF1,ENSG00000074660,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.848954922,0.861969527,0.783773114,0.355251663,0.385862287,0.376353261,0,0,0.052616614,0,0,0,0,0
UROS,UROS,ENSG00000188690,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.89614594,0.861981394,0.853162496,0.711527022,0.385919624,0.707227355,0,0,0,0,0,0,0,0
SOX21,SOX21,ENSG00000125285,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.855760639,0.861993258,0.793285681,0.385510169,0.385976961,0.404856095,0.040428376,0,0,0,0,0,0,0
VPS25,VPS25,ENSG00000131475,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.823603557,0.862005119,0.751069111,0.270338697,0.386034299,0.298601691,0.032766578,0,0.067038893,0,0,0,0,0
FNDC5,FNDC5,ENSG00000160097,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.827924135,0.862016976,0.756799885,0.282384523,0.386091636,0.310374548,0,0,0.092233329,0,0,0,0,0
IST1,IST1,ENSG00000182149,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.871039758,0.862028831,0.815614282,0.471241067,0.386148973,0.48695704,0.012762525,0,0,0,0,0,0,0
LPIN1,LPIN1,ENSG00000134324,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.653011956,0.862040682,0.558983536,0.076864886,0.38620631,0.103297993,0.426206124,0,0,0,0,0,0,0
FAM19A2,TAFA2,ENSG00000198673,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.847251772,0.86205253,0.781527055,0.348280284,0.386263647,0.370078256,0.034749358,0,0.021072023,0,0,0,0,0
ACSL5,ACSL5,ENSG00000197142,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.877491003,0.862064375,0.825262126,0.517449097,0.386320984,0.531076484,0.001869184,0,0,0,0,0,0,0
PTGES,PTGES,ENSG00000148344,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.862575089,0.862076216,0.803274275,0.420282695,0.386378321,0.438624373,0,0,0.02817854,0,0,0,0,0
KIAA1199,CEMIP,ENSG00000103888,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.561976225,0.862088055,0.468073154,0.045630719,0.386435658,0.066180154,0,0,0.594806448,0,0,0,0,0
PLEKHA1,PLEKHA1,ENSG00000107679,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.624920697,0.680622344,0.506401535,0.065120297,0.09949299,0.079826599,0.437222417,0,0.042854658,0,0,0.045508378,0,0
